sentence	label
এক লম্বে সামেসে বিছরে হূয়ে দোস্তসে এক আশ্চর্যজনক মেসেজ আনেকে বাদ মে আভি বহুত খুশ মেহসুস কাররাহা হূ এটি আশ্চর্যজনক যে একটি simple message বা phone কল আপনার দিনটিকে কতটা brighten করতে পারে এবং অনেক দুর্দান্ত স্মৃতি ফিরিয়ে আনতে পারে৷ We caught up on old times and it was as if কোনও সময়ই শেষ হয়নি at all - true friendship really does stand the test of time. किसी ऐसे व्यक्ति के लिए जिसका किसी दोस्त या प्रियजन के साथ संपर्क टूट गया है, मैं आपको प्रोत्साहित करता हूं कि आप पहुंचें और फिर से जुड़ें Eta kokhonoi onubhob kora jae na j eti amader jibone ki dhoroner anondo boye ante pare#friendship #reconnecting #surprisemessage #nostalgia #joyful	positive
I hated The Avengers  (2012)	negative
"এক নয়া ওয়াশিং মেশিন খারিদা হে, আশা করতি হো আচ্ছা তেরাছে লাগা পাও
 আমার new গাড়ির জন্য ব্যবহারকারীর ম্যানুয়াল পড়ার জন্য time নিচ্ছি। #ড্রাইভিং #নিরাপত্তা Taking the time to read the ব্যবহারকারীর ম্যানুয়াল  for my new car. #driving #safety
 अपने नए एयर कंडीशनर के लिए उपयोगकर्ता पुस्तिका पढ़ने में मेरी दोपहर व्यतीत हो रही है। #गर्मी #आराम 
beboharkarir manuyal pore amar notun selai machine kivhabe bebohar korben ta sikhesi.selai karushilpo"	neutral
It's really good	positive
all that american sniper crap is just movie studios selling to southerners awful movie tastes	negative
Have a good one!	positive
thanks i am. do you have any suggestions for sad movies	negative
Hello, no I have not seen Coco  (2017) .  I am a big fan of Pixat movies like Moana  (2016)	positive
"জাস্ট এস ই ওয়াস এবাউট তো ফিনিশ এন ইম্পরট্যান্ট প্রজেক্ট ওর এটেন্ড আ মেজর ইভেন্ট, যা পাওয়ার ঔটাগে হিট এন্ড এভরিথিং বেন্ট ডার্ক. এটি এমন খারাপ সময়, এবং আমি feel করতে পারি না যে universe আমার উপর একটি cruel jokes  করছে। I'm worried about the potential consequences of সময়সীমা বা ইভেন্ট মিস, and I have no idea কখন শক্তি  will come back on.   यह इस बात की याद दिलाता है कि हम अपने दैनिक जीवन में तकनीक और बिजली पर कितने निर्भर हैं। mujhe aasha hai ki cheejen jald hee saamaany ho jaengee, ya mujhe is apratyaashit jhatake ke parinaamon ka saamana karana padega."""	negative
"হাম হামেশা সমাজ সেবামে ঋণ রেহতে হে
 এটা আশ্চর্যজনক যে আমরা যখন একসাথে আসি এবং একটি সাধারণ লক্ষ্যের দিকে work করি তখন আমরা কতটা gain করতে পারি। It's always a great feeling to give back to the community, and today,আমি একটি দাতব্য অনুষ্ঠানে স্বেচ্ছাসেবক হয়ে এটি করতে পেরেছি मुझे आज एक सामुदायिक कार्यक्रम में मदद करने और लोगों के जीवन में बदलाव लाने के लिए सम्मानित किया गया। ata aschorjojonok je jokhon amader somprodaye etibachok parththokko ante akotrito hoi tokhon amra kotota vhalo korte pare ."	positive
You'll be sadly mistaken if you watch any of them; all involve lots of crying	negative
How about My Girl  (1991) that was very sad.	negative
thanks for that how about something from the past two years	neutral
"ই জাস্ট ফিনিশেদ চেঞ্জিং ময় বেড শীটস
 এন্ড মেকিং ময় বেড, এন্ড ইট ফিলস লাইক আ স্মল ভিকট্রি! একটি পরিষ্কার,fresh চাদরের সেট থাকার বিষয়ে 
এমন কিছু আছে যা snuggle up in at night Plus, a well-made বিছানা just makes the 
পুরো  room look and feel more put একত্রিত  यह एक आसान काम है, लेकिन यह आश्चर्यजनक है कि यह आपके दिन में कितना अंतर ला सकता है। ab, main aaj raat bistar par jaane aur raat ko
 achchhee neend lene ka intazaar nahin kar sakata. 😴"	neutral
